split,image,pair_idx,panel_box,balloon_box,IoU,containment(panel->balloon),containment(balloon->panel)
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0012.png,5,"[1960.0,1871.4,2324.0,2606.3]","[1980.0,1887.7,2313.3,2254.3]",0.457,1.000,0.457
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0012.png,6,"[1056.0,2667.7,1692.9,3401.4]","[1077.3,2741.0,1376.0,3075.7]",0.214,1.000,0.214
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0015.png,0,"[78.7,277.3,554.7,1015.9]","[94.7,296.0,536.0,609.3]",0.393,1.000,0.393
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0015.png,1,"[579.7,281.6,1084.0,1012.0]","[593.3,293.3,1069.3,568.0]",0.355,1.000,0.355
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0015.png,2,"[1948.0,280.0,2313.3,1006.7]","[1958.7,286.7,2301.3,630.7]",0.444,1.000,0.444
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0015.png,3,"[79.7,1078.4,877.3,1810.7]","[217.3,1132.0,329.3,1316.0]",0.035,1.000,0.035
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0015.png,4,"[897.3,1077.3,1344.0,1808.0]","[917.3,1093.3,1328.0,1394.7]",0.379,1.000,0.379
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0015.png,5,"[1378.7,1069.3,1782.7,1806.7]","[1394.7,1090.7,1766.7,1424.0]",0.416,1.000,0.416
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0015.png,6,"[1812.0,1073.3,2314.7,1794.7]","[1826.7,1449.3,2297.3,1705.3]",0.332,1.000,0.332
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0015.png,7,"[382.8,1869.1,1072.0,2588.0]","[398.7,1881.3,1058.7,2125.3]",0.325,1.000,0.325
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0015.png,8,"[1664.0,1862.7,2317.3,2581.3]","[1685.3,1880.0,1894.7,2096.0]",0.096,1.000,0.096
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0015.png,9,"[1664.0,1862.7,2317.3,2581.3]","[1956.0,1914.7,2301.3,2120.0]",0.151,1.000,0.151
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0015.png,10,"[913.3,2650.7,1585.9,3381.6]","[933.3,2665.3,1566.7,2905.3]",0.309,1.000,0.309
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0016.png,0,"[79.7,257.9,648.0,993.3]","[260.0,353.3,548.0,538.7]",0.128,1.000,0.128
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0016.png,1,"[673.3,254.7,1116.0,990.7]","[802.7,276.0,1092.0,530.7]",0.226,1.000,0.226
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0016.png,2,"[1141.3,262.7,1562.7,989.3]","[1160.0,273.3,1446.7,465.3]",0.180,1.000,0.180
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0016.png,3,"[1589.1,254.8,2326.6,992.3]","[1754.7,276.0,1873.3,489.3]",0.047,1.000,0.047
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0016.png,4,"[79.7,1061.1,682.7,1790.7]","[93.3,1077.3,666.7,1316.0]",0.311,1.000,0.311
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0016.png,5,"[714.1,1054.8,1217.3,1793.3]","[725.3,1076.0,1198.7,1305.3]",0.292,1.000,0.292
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0016.png,6,"[1245.3,1057.9,1749.3,1792.0]","[1261.3,1073.3,1729.3,1286.7]",0.270,1.000,0.270
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0016.png,7,"[1780.0,1058.7,2318.7,1786.7]","[1796.0,1076.0,2301.3,1286.7]",0.271,1.000,0.271
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0016.png,8,"[82.8,1861.1,666.7,2584.0]","[96.0,1873.3,646.7,2110.7]",0.310,1.000,0.310
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0016.png,9,"[695.3,1854.8,1120.3,2582.9]","[713.3,1870.7,1101.3,2145.3]",0.344,1.000,0.344
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0016.png,10,"[1151.6,1857.9,1757.8,2582.9]","[1165.3,1870.7,1734.7,2105.3]",0.304,1.000,0.304
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0016.png,11,"[1782.8,1854.8,2320.0,2578.7]","[1802.7,1866.7,2301.3,2120.0]",0.325,1.000,0.325
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0016.png,12,"[81.3,2646.7,489.3,3373.3]","[100.0,2666.7,472.0,2905.3]",0.299,1.000,0.299
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0016.png,13,"[510.7,2649.3,1109.3,3377.3]","[654.7,2664.0,1096.0,2864.0]",0.203,1.000,0.203
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0016.png,14,"[510.7,2649.3,1109.3,3377.3]","[537.3,2778.7,929.3,2948.0]",0.152,1.000,0.152
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0016.png,15,"[1135.9,2645.4,1689.3,3373.3]","[1158.7,2664.0,1668.0,2937.3]",0.346,1.000,0.346
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0016.png,16,"[1135.9,2645.4,1689.3,3373.3]","[1486.7,2858.7,1670.7,3050.7]",0.088,1.000,0.088
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0016.png,17,"[1710.9,2645.4,2326.6,3370.4]","[1730.7,2660.0,2304.0,2869.3]",0.269,1.000,0.269
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0016.png,18,"[1710.9,2645.4,2326.6,3370.4]","[2192.0,2813.3,2286.7,2969.3]",0.033,1.000,0.033
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0018.png,0,"[73.4,279.1,798.4,982.2]","[178.7,358.8,698.7,587.5]",0.233,1.000,0.233
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0018.png,1,"[73.4,279.1,798.4,982.2]","[161.2,666.2,448.7,867.5]",0.114,1.000,0.114
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0018.png,2,"[473.8,2763.7,893.8,3416.3]","[491.3,2778.8,878.8,2982.5]",0.288,1.000,0.288
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0019.png,0,"[81.3,234.3,785.3,970.3]","[444.0,314.3,762.7,615.7]",0.185,1.000,0.185
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0019.png,1,"[809.3,231.7,1581.3,966.3]","[1268.0,373.0,1558.7,619.7]",0.126,1.000,0.126
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0019.png,2,"[1608.0,231.7,2324.0,969.0]","[1632.0,249.0,2132.0,398.3]",0.141,1.000,0.141
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0019.png,3,"[77.3,1030.3,836.0,1763.7]","[436.0,1099.7,752.0,1386.3]",0.163,1.000,0.163
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0019.png,4,"[890.7,1825.0,1308.0,2555.7]","[909.3,1839.7,1289.3,2225.0]",0.480,1.000,0.480
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0019.png,5,"[1330.7,1823.7,1765.3,2550.3]","[1349.3,1837.0,1742.7,2075.7]",0.297,1.000,0.297
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0019.png,6,"[1793.3,1822.3,2328.0,2550.3]","[1808.0,1837.0,2309.3,2010.3]",0.223,1.000,0.223
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0019.png,7,"[80.0,2619.7,520.0,3351.7]","[96.0,2637.0,497.3,2905.0]",0.334,1.000,0.334
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0019.png,8,"[545.3,2618.3,941.3,3351.7]","[580.0,2634.3,898.7,2857.0]",0.244,1.000,0.244
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0019.png,9,"[966.7,2617.0,1508.0,3349.0]","[1038.7,2634.3,1402.7,2874.3]",0.220,1.000,0.220
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0019.png,10,"[1534.7,2613.0,2329.3,3346.3]","[1553.3,2633.0,2309.3,2859.7]",0.294,1.000,0.294
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0019.png,11,"[1534.7,2613.0,2329.3,3346.3]","[1594.7,2779.7,1848.0,2970.3]",0.083,1.000,0.083
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0020.png,0,"[70.7,266.7,716.0,1004.0]","[86.7,285.3,698.7,428.0]",0.183,1.000,0.183
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0020.png,1,"[733.3,262.7,1492.0,1005.3]","[754.7,280.0,1076.0,489.3]",0.119,1.000,0.119
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0020.png,2,"[733.3,262.7,1492.0,1005.3]","[1153.3,280.0,1465.3,460.0]",0.100,1.000,0.100
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0020.png,3,"[1521.3,260.0,2324.0,1004.0]","[1538.7,280.0,2310.7,622.7]",0.443,1.000,0.443
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0020.png,4,"[70.7,1070.7,637.3,1802.7]","[82.7,1376.0,277.3,1561.3]",0.087,1.000,0.087
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0020.png,5,"[664.0,1068.0,972.0,1804.0]","[678.7,1082.7,957.3,1520.0]",0.538,1.000,0.538
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0020.png,6,"[1000.0,1065.3,1494.7,1804.0]","[1012.0,1082.7,1478.7,1706.7]",0.797,1.000,0.797
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0020.png,7,"[1524.0,1064.0,2325.3,1804.0]","[1541.3,1082.7,1890.7,1325.3]",0.143,1.000,0.143
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0020.png,8,"[1524.0,1064.0,2325.3,1804.0]","[1902.7,1084.0,2305.3,1309.3]",0.153,1.000,0.153
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0020.png,9,"[80.0,1873.3,729.3,2604.0]","[96.0,1890.7,394.7,2144.0]",0.159,1.000,0.159
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0020.png,10,"[748.0,1872.0,2320.0,2596.0]","[765.3,1886.7,1512.0,2074.7]",0.123,1.000,0.123
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0020.png,11,"[88.0,2661.3,656.0,3396.0]","[97.3,2681.3,634.7,2908.0]",0.292,1.000,0.292
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0020.png,12,"[677.3,2661.3,1392.0,3390.7]","[697.3,2676.0,1377.3,3106.7]",0.562,1.000,0.562
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0020.png,13,"[677.3,2661.3,1392.0,3390.7]","[960.0,3030.7,1329.3,3178.7]",0.105,1.000,0.105
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0020.png,14,"[1769.3,2661.3,2328.0,3397.3]","[1790.7,2677.3,2308.0,2889.3]",0.267,1.000,0.267
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0020.png,15,"[1769.3,2661.3,2328.0,3397.3]","[2074.7,3013.3,2308.0,3209.3]",0.111,1.000,0.111
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0021.png,0,"[73.3,285.0,914.7,1018.3]","[93.3,301.0,896.0,590.3]",0.376,1.000,0.376
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0021.png,1,"[942.7,281.0,1721.3,1015.7]","[961.3,450.3,1340.0,643.7]",0.128,1.000,0.128
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0021.png,2,"[1742.7,278.3,2322.7,1013.0]","[1762.7,299.7,2305.3,618.3]",0.406,1.000,0.406
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0021.png,3,"[76.0,1078.3,426.7,1817.0]","[98.7,1097.0,405.3,1411.7]",0.373,1.000,0.373
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0021.png,4,"[449.3,1083.7,945.3,1814.3]","[465.3,1097.0,929.3,1567.7]",0.603,1.000,0.603
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0021.png,5,"[972.0,1081.0,1610.7,1810.3]","[990.7,1095.7,1590.7,1529.0]",0.558,1.000,0.558
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0021.png,6,"[1642.7,1079.7,2322.7,1813.0]","[1662.7,1095.7,2301.3,1486.3]",0.500,1.000,0.500
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0021.png,7,"[77.3,1874.3,774.7,2610.3]","[98.7,1894.3,758.7,2341.0]",0.574,1.000,0.574
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0021.png,8,"[796.0,1874.3,1653.3,2603.7]","[817.3,1890.3,1114.7,2149.0]",0.123,1.000,0.123
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0021.png,9,"[796.0,1874.3,1653.3,2603.7]","[1274.7,2025.0,1618.7,2167.7]",0.078,1.000,0.078
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0021.png,10,"[76.0,2669.0,900.0,3399.7]","[101.3,2685.0,428.0,2921.0]",0.128,1.000,0.128
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0021.png,11,"[920.0,2667.7,1518.7,3397.0]","[940.0,2683.7,1497.3,2934.3]",0.320,1.000,0.320
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/p0004.png,0,"[108.5,1343.7,1081.0,2188.7]","[223.5,1370.0,988.5,1620.0]",0.233,1.000,0.233
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/p0004.png,1,"[1104.7,1348.7,1521.0,2188.7]","[1187.3,1368.8,1448.5,1578.8]",0.157,1.000,0.157
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/p0004.png,2,"[1548.5,1348.7,2276.0,2186.2]","[1574.8,1370.0,1778.5,1620.0]",0.084,1.000,0.084
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/p0004.png,3,"[1548.5,1348.7,2276.0,2186.2]","[1963.5,1370.0,2257.3,1783.7]",0.199,1.000,0.199
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/pinup_p0005.png,0,"[304.3,630.0,967.5,907.5]","[631.2,663.7,948.8,795.0]",0.226,1.000,0.226
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/pinup_p0005.png,1,"[305.0,933.7,1400.0,1091.2]","[477.5,937.5,821.2,1075.0]",0.274,1.000,0.274
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/pinup_p0005.png,2,"[301.2,1118.8,1397.5,1460.0]","[298.8,1116.2,806.2,1211.2]",0.124,0.969,0.125
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/pinup_p0005.png,3,"[301.2,1118.8,1397.5,1460.0]","[1110.0,1302.5,1426.2,1451.2]",0.113,0.909,0.114
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/pinup_p0007.png,0,"[297.0,292.0,1398.2,650.6]","[965.3,469.4,1398.2,631.8]",0.178,1.000,0.178
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/pinup_p0007.png,1,"[301.8,669.4,511.2,1810.6]","[300.6,669.4,510.0,1040.0]",0.322,0.994,0.323
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/pinup_p0007.png,2,"[749.0,1008.0,1394.7,1289.4]","[1214.7,1009.4,1388.8,1074.1]",0.062,1.000,0.062
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/pinup_p0007.png,3,"[751.0,1303.0,1080.6,1538.8]","[850.0,1302.4,1072.4,1372.9]",0.200,0.991,0.200
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/pinup_p0007.png,4,"[1096.0,1305.0,1394.7,1398.8]","[1279.4,1304.7,1397.1,1372.9]",0.278,0.976,0.280
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/pinup_p0007.png,5,"[748.0,1562.0,1395.0,1809.0]","[746.5,1561.2,977.1,1631.8]",0.100,0.982,0.100
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/pinup_p0013.png,0,"[300.9,291.7,1398.9,507.8]","[956.7,288.9,1398.9,447.8]",0.289,0.983,0.291
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/pinup_p0013.png,1,"[300.9,532.4,567.8,931.1]","[300.0,531.1,566.7,700.0]",0.417,0.989,0.419
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/pinup_p0013.png,2,"[300.9,532.4,567.8,931.1]","[297.8,826.7,511.1,931.1]",0.206,0.985,0.206
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/pinup_p0013.png,3,"[304.6,1232.4,678.9,1803.3]","[303.3,1228.9,658.9,1482.2]",0.411,0.983,0.414
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/pinup_p0013.png,4,"[304.6,1232.4,678.9,1803.3]","[407.8,1306.7,613.3,1423.3]",0.112,1.000,0.112
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/pinup_p0013.png,5,"[695.6,1231.1,1395.6,1491.1]","[746.7,1231.1,1133.3,1331.1]",0.212,1.000,0.212
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/pinup_p0013.png,6,"[695.4,1510.2,1396.7,1806.7]","[1193.3,1514.4,1397.8,1641.1]",0.124,0.995,0.124
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/pinup_p0021.png,0,"[308.3,299.1,779.5,706.3]","[307.9,296.8,599.5,442.1]",0.216,0.983,0.217
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/pinup_p0021.png,1,"[308.3,299.1,779.5,706.3]","[475.3,329.5,780.5,540.0]",0.333,0.997,0.334
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/pinup_p0021.png,2,"[793.2,294.7,1397.2,436.1]","[792.1,292.6,1074.2,349.5]",0.179,0.959,0.180
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/pinup_p0021.png,3,"[795.3,453.7,1395.3,706.3]","[794.2,451.6,1092.1,562.1]",0.211,0.978,0.212
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/pinup_p0021.png,4,"[304.7,721.1,1397.4,966.3]","[304.7,722.1,711.1,903.2]",0.275,1.000,0.275
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/pinup_p0021.png,5,"[304.7,721.1,1397.4,966.3]","[798.4,721.1,1178.4,816.8]",0.136,1.000,0.136
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/pinup_p0021.png,6,"[306.5,982.4,590.0,1435.8]","[306.8,980.0,592.1,1096.8]",0.250,0.972,0.252
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/pinup_p0021.png,7,"[608.3,982.4,1184.7,1198.9]","[870.0,982.1,1054.2,1053.7]",0.105,0.996,0.105
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/pinup_p0021.png,8,"[608.3,982.4,1184.7,1198.9]","[606.8,1115.8,698.4,1187.4]",0.052,0.984,0.052
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/pinup_p0021.png,9,"[608.3,982.4,1184.7,1198.9]","[987.9,1095.8,1073.2,1162.1]",0.045,1.000,0.045
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/pinup_p0021.png,10,"[1204.6,980.6,1399.5,1430.5]","[1234.2,981.1,1368.9,1097.9]",0.180,1.000,0.180
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/pinup_p0021.png,11,"[305.8,1449.5,1397.2,1804.6]","[304.7,1447.4,595.3,1596.8]",0.110,0.982,0.110
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/sisters_p022.png,0,"[225.5,256.0,1061.8,1981.5]","[340.0,1061.5,1074.5,1743.3]",0.339,0.983,0.341
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/sisters_p022.png,1,"[1109.1,257.8,2758.2,1983.3]","[1220.0,365.1,1772.7,928.7]",0.109,1.000,0.109
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/sisters_p022.png,2,"[1109.1,257.8,2758.2,1983.3]","[2163.6,486.9,2521.8,985.1]",0.063,1.000,0.063
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/sisters_p022.png,3,"[229.1,2025.1,2760.0,2861.5]","[280.0,2025.1,994.5,2257.8]",0.079,1.000,0.079
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/sisters_p022.png,4,"[229.1,2025.1,2760.0,2861.5]","[1423.6,2026.9,2076.4,2296.0]",0.083,1.000,0.083
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/sisters_p022.png,5,"[229.1,2914.2,1376.4,3721.5]","[229.1,2916.0,836.4,3306.9]",0.256,1.000,0.256
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/sisters_p022.png,6,"[1409.1,2910.5,2761.8,3719.6]","[1405.5,2908.7,2174.5,3359.6]",0.313,0.991,0.314
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/sisters_p033.png,0,"[255.0,255.0,1481.7,1193.3]","[255.0,815.0,786.7,1193.3]",0.175,1.000,0.175
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/sisters_p033.png,1,"[1523.3,258.3,2753.3,1195.0]","[1661.7,256.7,2103.3,610.0]",0.135,0.995,0.135
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/sisters_p033.png,2,"[1523.3,258.3,2753.3,1195.0]","[2098.3,258.3,2755.0,505.0]",0.140,0.997,0.140
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/sisters_p033.png,3,"[1188.3,1235.0,1893.3,2216.7]","[1486.7,1265.0,1803.3,1583.3]",0.146,1.000,0.146
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/sisters_p033.png,4,"[1940.0,1235.0,2758.3,2216.7]","[1936.7,1231.7,2551.7,1506.7]",0.206,0.983,0.207
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/sisters_p033.png,5,"[255.0,2260.0,2756.7,3721.7]","[290.0,2376.7,1041.7,2871.7]",0.102,1.000,0.102
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/sisters_p033.png,6,"[255.0,2260.0,2756.7,3721.7]","[1591.7,2541.7,2165.0,2991.7]",0.071,1.000,0.071
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/sisters_p041.png,0,"[1263.8,2811.5,2763.8,3711.5]","[1860.3,2811.5,2556.9,3049.4]",0.123,1.000,0.123
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/sisters_p045.png,0,"[263.8,1118.4,1442.0,2154.0]","[334.0,1118.0,754.0,1504.0]",0.133,0.999,0.133
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/sisters_p045.png,1,"[263.8,1118.4,1442.0,2154.0]","[810.0,1118.0,1294.0,1458.0]",0.135,0.999,0.135
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/sisters_p049.png,0,"[257.5,2562.3,1500.0,3719.8]","[407.5,2564.8,802.5,2829.8]",0.073,1.000,0.073
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/sisters_p049.png,1,"[2127.5,2564.8,2757.5,3724.7]","[2262.5,2564.7,2757.5,2959.7]",0.268,1.000,0.268
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/sisters_p062.png,0,"[246.6,252.9,2743.1,811.5]","[602.0,252.0,874.0,510.0]",0.050,0.997,0.050
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/sisters_p062.png,1,"[246.6,252.9,2743.1,811.5]","[1658.0,250.0,2218.0,480.0]",0.091,0.987,0.091
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/sisters_p062.png,2,"[236.0,858.0,2746.0,2034.0]","[1014.0,902.0,1520.0,1384.0]",0.083,1.000,0.083
